age,income,loan_amount,loan_tenure_months,employment_years,num_credit_lines,existing_debts,missed_payments,credit_score,debt_to_income_ratio,loan_to_income_ratio,payment_history_score,education,employment_type,creditworthy
51,69498.69,10145.39,36,2.7,3,13223.25,2,701,0.1903,0.146,84,Bachelor,Business,1
69,48938.77,1390.41,24,5.5,7,0.0,1,750,0.0,0.0284,92,Bachelor,Salaried,1
25,75108.48,22931.78,12,3.4,9,4671.92,1,756,0.0622,0.3053,92,Master,Salaried,1
64,34134.21,11585.08,48,3.6,3,6744.71,3,704,0.1976,0.3394,76,Bachelor,Salaried,1
34,86061.28,10728.24,60,2.8,8,16784.79,4,705,0.195,0.1247,68,Master,Salaried,1
31,42879.95,4857.16,12,24.0,9,7203.99,1,557,0.168,0.1133,92,Bachelor,Salaried,1
29,17684.06,2000.9,12,13.1,7,1267.42,2,596,0.0717,0.1131,84,Master,Business,1
54,47772.23,16510.91,36,1.8,4,9483.7,0,637,0.1985,0.3456,100,Master,Salaried,1
32,45276.7,17358.97,24,0.6,4,14547.28,0,697,0.3213,0.3834,100,Bachelor,Salaried,1
55,47606.37,13612.35,36,9.2,4,13483.19,3,602,0.2832,0.2859,76,High School,Self-Employed,1
55,60096.26,5887.63,24,29.3,6,10808.99,2,625,0.1799,0.098,84,High School,Salaried,1
21,79152.53,3480.01,36,1.7,4,9313.16,2,695,0.1177,0.044,84,Master,Business,1
60,50782.47,1000.0,12,2.2,5,0.0,0,661,0.0,0.0197,100,Bachelor,Business,1
42,39784.41,7515.64,48,14.2,9,8128.33,3,677,0.2043,0.1889,76,Master,Salaried,1
49,30215.97,3953.17,24,6.2,7,8890.7,2,588,0.2942,0.1308,84,Bachelor,Self-Employed,1
28,44699.98,1000.0,60,1.8,8,7200.45,2,624,0.1611,0.0224,84,Master,Salaried,1
31,15000.0,17210.76,60,4.3,5,11535.5,3,612,0.769,1.1473,76,Bachelor,Self-Employed,0
61,39047.07,1447.49,12,14.4,5,7120.01,3,650,0.1823,0.0371,76,High School,Salaried,1
57,82369.19,19871.38,36,8.4,7,6157.18,0,615,0.0748,0.2412,100,PhD,Salaried,1
34,36886.1,15152.57,36,6.8,8,13194.99,4,604,0.3577,0.4108,68,Bachelor,Salaried,0
50,68831.75,14354.73,12,6.7,9,5932.06,1,660,0.0862,0.2085,92,Bachelor,Self-Employed,1
55,28017.39,25322.47,60,1.0,2,8323.27,2,818,0.2971,0.9038,84,Bachelor,Salaried,1
41,93964.11,1713.58,60,8.7,3,12487.66,2,697,0.1329,0.0182,84,High School,Salaried,1
57,95427.35,18990.18,36,1.6,2,2946.66,0,508,0.0309,0.199,100,Bachelor,Unemployed,1
25,68002.47,9618.86,24,13.3,7,2404.07,1,678,0.0354,0.1414,92,High School,Salaried,1
39,98807.56,32568.56,48,2.3,2,14789.7,0,609,0.1497,0.3296,100,Master,Self-Employed,1
34,62827.45,8953.64,24,9.7,2,5036.44,0,575,0.0802,0.1425,100,Bachelor,Salaried,1
46,71907.38,7661.53,60,1.5,2,11462.16,1,706,0.1594,0.1065,92,Bachelor,Business,1
24,82762.55,15404.29,24,3.6,4,0.0,0,656,0.0,0.1861,100,Bachelor,Salaried,1
45,58953.81,10328.73,48,0.6,1,0.0,0,849,0.0,0.1752,100,Master,Salaried,1
65,20847.7,5932.3,24,5.4,2,9821.15,1,641,0.4711,0.2845,92,High School,Self-Employed,1
62,72357.19,4237.79,24,9.0,3,7362.4,0,632,0.1017,0.0586,100,PhD,Business,1
45,44619.09,23665.64,24,6.3,7,9868.16,2,746,0.2212,0.5304,84,Bachelor,Business,1
38,46254.34,2692.31,24,3.7,1,17373.54,1,652,0.3756,0.0582,92,High School,Salaried,1
60,61553.69,13784.7,12,0.2,6,1813.29,0,565,0.0295,0.2239,100,Bachelor,Business,1
28,67458.18,20449.47,60,13.5,3,8190.94,3,580,0.1214,0.3031,76,Bachelor,Self-Employed,1
59,58302.96,20835.96,48,6.1,3,15387.33,2,624,0.2639,0.3574,84,Master,Unemployed,1
60,68986.05,7186.78,60,6.8,4,2535.05,1,703,0.0367,0.1042,92,Bachelor,Unemployed,1
34,39449.14,10350.52,12,7.9,4,5076.36,2,752,0.1287,0.2624,84,Bachelor,Salaried,1
52,54060.52,8798.45,12,6.9,7,0.0,2,714,0.0,0.1627,84,High School,Self-Employed,1
58,73679.88,1000.0,12,2.9,3,19189.25,3,695,0.2604,0.0136,76,High School,Self-Employed,1
53,94001.41,16300.14,12,6.6,8,0.0,1,738,0.0,0.1734,92,Master,Self-Employed,1
43,101781.58,12308.03,24,4.9,8,11992.93,1,700,0.1178,0.1209,92,Bachelor,Salaried,1
35,64525.49,23524.68,60,9.6,7,1401.0,1,578,0.0217,0.3646,92,High School,Salaried,1
53,73480.22,5414.36,36,8.1,2,2745.54,0,632,0.0374,0.0737,100,High School,Salaried,1
45,98594.74,20709.57,48,0.2,5,13319.77,1,609,0.1351,0.21,92,Bachelor,Unemployed,1
37,40241.61,21273.87,12,2.4,6,4287.45,3,751,0.1065,0.5286,76,Master,Salaried,1
53,68853.4,12376.57,60,0.2,4,11258.94,0,574,0.1635,0.1797,100,Master,Salaried,1
67,71903.54,1000.0,12,0.5,5,14900.16,0,575,0.2072,0.0139,100,High School,Salaried,1
22,86852.95,7899.46,12,4.6,9,9003.48,2,664,0.1037,0.091,84,Bachelor,Self-Employed,1
34,29982.89,26286.97,12,10.4,7,12446.43,3,804,0.4151,0.8767,76,Bachelor,Unemployed,1
60,34333.07,14376.45,12,0.6,2,8403.37,1,709,0.2448,0.4187,92,Master,Self-Employed,1
60,55470.41,17547.2,12,3.0,1,8635.03,1,733,0.1557,0.3163,92,Bachelor,Salaried,1
59,63310.01,11286.67,48,12.1,2,4825.35,0,561,0.0762,0.1783,100,High School,Unemployed,1
26,79703.01,10212.46,60,8.4,3,17644.3,1,704,0.2214,0.1281,92,Bachelor,Salaried,1
26,66385.96,1000.0,12,3.7,2,11714.22,2,561,0.1765,0.0151,84,Bachelor,Unemployed,1
23,51668.91,18357.91,12,7.4,3,10609.03,1,708,0.2053,0.3553,92,Bachelor,Salaried,1
27,64162.15,20637.45,12,3.7,9,11851.47,1,524,0.1847,0.3216,92,High School,Business,1
28,61622.98,4393.1,12,0.9,4,4613.55,1,623,0.0749,0.0713,92,Bachelor,Salaried,1
62,93390.36,10569.16,24,0.7,9,12654.86,2,486,0.1355,0.1132,84,Bachelor,Unemployed,1
35,58644.5,9490.07,24,1.0,3,15779.4,0,579,0.2691,0.1618,100,High School,Salaried,1
67,46572.16,15361.23,36,2.2,1,1096.51,1,536,0.0235,0.3298,92,Bachelor,Salaried,1
49,64891.4,7645.09,12,13.3,5,10707.81,2,702,0.165,0.1178,84,Bachelor,Business,1
53,59366.68,19450.73,36,8.0,2,8313.95,0,658,0.14,0.3276,100,Master,Salaried,1
50,20438.15,12570.59,48,2.8,4,5404.08,2,613,0.2644,0.615,84,High School,Business,1
59,54655.65,1000.0,36,3.4,2,2533.72,1,659,0.0464,0.0183,92,Master,Self-Employed,1
47,52783.76,15541.76,60,1.5,2,13259.6,0,584,0.2512,0.2944,100,High School,Self-Employed,1
56,43034.82,19970.81,24,6.1,3,9039.95,1,676,0.2101,0.4641,92,High School,Salaried,1
49,77782.83,2783.51,24,8.1,5,6964.35,1,644,0.0895,0.0358,92,Master,Business,1
58,37715.05,15269.82,12,1.4,4,10711.91,2,832,0.284,0.4049,84,Master,Business,1
53,65023.61,26639.68,12,0.2,2,7362.6,1,781,0.1132,0.4097,92,High School,Salaried,1
57,51747.15,12896.53,48,4.9,2,4479.64,1,725,0.0866,0.2492,92,Master,Salaried,1
47,57369.29,21133.03,48,4.1,6,8644.76,1,673,0.1507,0.3684,92,High School,Salaried,1
53,64059.3,8462.76,60,2.6,7,7859.97,0,684,0.1227,0.1321,100,Bachelor,Salaried,1
24,26233.36,11856.29,12,5.2,6,0.0,0,749,0.0,0.4519,100,High School,Salaried,1
42,59216.54,10363.03,12,4.0,7,4852.17,1,673,0.0819,0.175,92,Bachelor,Business,1
22,105356.84,8903.04,48,1.4,1,1678.02,1,678,0.0159,0.0845,92,Bachelor,Business,1
30,20751.21,10818.22,48,2.5,6,0.0,2,604,0.0,0.5213,84,Bachelor,Business,1
25,53732.62,1000.0,48,2.8,3,10338.5,1,595,0.1924,0.0186,92,Bachelor,Salaried,1
30,79711.27,9352.96,24,10.6,1,4656.17,0,641,0.0584,0.1173,100,Bachelor,Salaried,1
53,61635.62,22702.45,36,16.2,8,13207.03,2,441,0.2143,0.3683,84,PhD,Business,1
58,70135.27,4290.48,36,11.2,4,0.0,3,648,0.0,0.0612,76,High School,Business,1
33,15000.0,3470.93,12,6.4,8,6511.23,1,631,0.4341,0.2314,92,High School,Self-Employed,1
51,68161.49,12489.7,24,4.4,4,4920.37,2,720,0.0722,0.1832,84,Master,Salaried,1
67,38242.86,12889.47,48,5.8,4,110.18,0,748,0.0029,0.337,100,High School,Self-Employed,1
56,61817.3,15019.72,12,14.0,4,8025.44,3,850,0.1298,0.243,76,Bachelor,Salaried,1
65,54352.44,11090.09,24,1.4,6,546.68,0,696,0.0101,0.204,100,Bachelor,Salaried,1
44,105123.33,12574.91,60,3.8,9,9113.58,0,662,0.0867,0.1196,100,Bachelor,Self-Employed,1
35,67027.3,9192.92,24,5.8,5,11603.79,1,605,0.1731,0.1371,92,PhD,Salaried,1
49,52522.28,1793.63,12,5.7,8,9337.77,1,566,0.1778,0.0341,92,High School,Business,1
28,21786.76,11428.87,36,1.5,8,9969.42,3,723,0.4576,0.5246,76,High School,Salaried,1
25,57665.23,17796.78,48,4.4,4,13156.17,1,648,0.2281,0.3086,92,High School,Self-Employed,1
49,73111.04,16120.44,60,7.9,9,7866.18,0,684,0.1076,0.2205,100,High School,Business,1
67,53227.86,1000.0,24,3.2,9,3869.86,1,651,0.0727,0.0188,92,Bachelor,Salaried,1
24,43875.56,14015.4,12,7.9,5,4955.24,0,654,0.1129,0.3194,100,Bachelor,Business,1
32,42403.09,4857.84,12,2.2,6,5063.13,1,668,0.1194,0.1146,92,Master,Self-Employed,1
65,66773.11,23137.31,48,14.0,5,2783.31,1,684,0.0417,0.3465,92,Master,Business,1
22,71706.53,14610.16,12,3.8,3,11921.06,1,725,0.1662,0.2037,92,High School,Salaried,1
47,84946.62,19170.27,12,4.5,8,10634.51,3,551,0.1252,0.2257,76,High School,Salaried,1
51,33110.0,12169.35,48,0.2,9,0.0,2,697,0.0,0.3675,84,PhD,Salaried,1
56,66571.51,11471.56,60,0.9,4,3868.38,2,547,0.0581,0.1723,84,High School,Business,1
56,52322.51,23966.76,36,5.0,9,2540.07,1,706,0.0485,0.458,92,PhD,Salaried,1
46,52970.85,19782.2,36,2.7,9,9586.73,0,676,0.181,0.3734,100,Master,Salaried,1
63,63840.17,12942.87,24,3.5,7,13382.55,3,644,0.2096,0.2027,76,Master,Salaried,1
47,63968.44,10402.67,60,0.3,8,10240.93,3,647,0.1601,0.1626,76,Bachelor,Salaried,1
25,66632.9,1000.0,24,9.0,3,4494.04,1,661,0.0674,0.015,92,High School,Self-Employed,1
40,31735.63,14596.54,36,7.7,5,6405.11,0,737,0.2018,0.4599,100,Bachelor,Salaried,1
31,38504.15,10991.17,48,1.0,3,1035.74,2,730,0.0269,0.2854,84,Master,Salaried,1
30,87689.1,16431.65,12,5.0,7,1419.19,2,721,0.0162,0.1874,84,High School,Salaried,1
60,50147.41,18862.55,36,8.5,6,12230.25,1,542,0.2439,0.3761,92,Master,Self-Employed,1
58,61732.32,21863.37,60,5.1,3,15220.56,5,696,0.2466,0.3542,60,High School,Business,1
26,78202.66,14695.94,36,1.9,9,4426.16,0,458,0.0566,0.1879,100,Bachelor,Self-Employed,1
28,65195.75,3629.12,60,5.3,1,8240.59,3,480,0.1264,0.0557,76,Master,Salaried,1
43,67023.5,1000.0,60,1.2,3,11602.62,3,740,0.1731,0.0149,76,High School,Salaried,1
67,74680.71,5402.4,60,1.9,7,0.0,2,534,0.0,0.0723,84,High School,Salaried,1
46,15000.0,22667.91,24,1.4,3,2756.57,2,636,0.1838,1.5111,84,High School,Self-Employed,1
66,44221.1,26587.93,48,4.1,3,17968.18,1,762,0.4063,0.6012,92,High School,Salaried,1
63,65309.33,10096.79,36,0.6,2,3211.42,0,697,0.0492,0.1546,100,High School,Business,1
32,85528.17,1000.0,48,13.5,9,6190.83,1,680,0.0724,0.0117,92,High School,Unemployed,1
46,56454.1,6812.69,12,2.0,4,4985.33,2,646,0.0883,0.1207,84,High School,Salaried,1
33,36416.24,21102.45,36,1.2,6,0.0,2,660,0.0,0.5795,84,Master,Salaried,1
60,37002.11,7271.89,48,3.4,2,8413.61,1,600,0.2274,0.1965,92,Master,Salaried,1
38,74444.95,16712.99,48,1.6,9,7873.74,1,612,0.1058,0.2245,92,Bachelor,Salaried,1
45,50208.98,13348.47,12,3.8,7,8904.26,0,657,0.1773,0.2659,100,High School,Self-Employed,1
53,54841.6,17680.03,60,2.1,5,7577.12,2,669,0.1382,0.3224,84,High School,Business,1
67,68530.66,26544.09,36,0.7,7,5700.7,3,637,0.0832,0.3873,76,Master,Salaried,1
60,15000.0,16718.25,36,1.5,4,5413.64,4,471,0.3609,1.1145,68,Bachelor,Business,0
63,99008.09,13175.33,12,2.9,7,5499.12,0,775,0.0555,0.1331,100,PhD,Self-Employed,1
32,38916.38,27426.99,60,0.2,2,3056.55,1,725,0.0785,0.7047,92,High School,Unemployed,1
64,60322.6,14796.42,36,7.4,7,3830.98,0,634,0.0635,0.2453,100,Master,Self-Employed,1
56,17496.67,5656.42,36,4.9,4,3140.43,2,727,0.1795,0.3233,84,Bachelor,Self-Employed,1
68,45704.1,17499.72,36,4.6,4,10867.05,1,621,0.2378,0.3829,92,Master,Salaried,1
24,82383.14,15579.64,60,3.9,1,9530.51,1,675,0.1157,0.1891,92,Bachelor,Business,1
25,15000.0,9536.78,12,4.5,3,8135.67,0,496,0.5423,0.6357,100,Bachelor,Salaried,0
57,79776.4,7859.31,36,13.6,5,17711.33,3,671,0.222,0.0985,76,Bachelor,Self-Employed,1
28,48978.69,9613.92,48,0.0,5,3371.52,3,627,0.0688,0.1963,76,Master,Salaried,1
62,65717.62,7744.89,60,0.2,2,13593.88,4,667,0.2068,0.1178,68,High School,Salaried,1
69,69465.54,9873.92,24,1.1,4,6699.85,1,787,0.0964,0.1421,92,High School,Salaried,1
48,64711.27,5257.63,12,0.9,1,8785.82,2,649,0.1358,0.0812,84,Bachelor,Salaried,1
51,35971.09,15089.24,48,1.0,9,11355.68,0,613,0.3157,0.4195,100,High School,Salaried,1
29,46979.92,14489.61,36,5.6,1,5612.32,2,614,0.1195,0.3084,84,Bachelor,Unemployed,1
49,22845.76,14761.61,24,3.1,6,2716.51,1,537,0.1189,0.6461,92,PhD,Salaried,1
34,65819.52,11501.05,12,24.0,7,3541.12,1,682,0.0538,0.1747,92,Bachelor,Business,1
60,92445.21,10578.69,60,1.3,3,0.0,0,693,0.0,0.1144,100,Bachelor,Salaried,1
61,15000.0,23536.05,24,1.9,1,11033.98,3,655,0.7355,1.569,76,Bachelor,Salaried,0
42,38243.79,12539.25,24,20.8,7,10913.7,0,724,0.2854,0.3279,100,Master,Salaried,1
31,51000.94,22110.13,48,8.9,3,15918.25,1,724,0.3121,0.4335,92,PhD,Salaried,1
43,58813.51,4028.67,12,3.2,6,10074.64,0,656,0.1713,0.0685,100,Bachelor,Salaried,1
21,74341.88,16713.42,48,4.0,6,11276.12,2,697,0.1517,0.2248,84,Bachelor,Salaried,1
66,51651.6,6122.38,48,9.3,4,7592.27,1,824,0.147,0.1185,92,Bachelor,Salaried,1
57,48048.91,7550.78,36,3.3,6,10324.4,0,584,0.2149,0.1571,100,Bachelor,Business,1
41,79268.88,8704.75,60,1.2,4,13447.96,0,712,0.1696,0.1098,100,Bachelor,Salaried,1
46,69563.9,8203.21,24,8.8,8,8907.36,0,657,0.128,0.1179,100,Bachelor,Business,1
66,66857.52,8243.16,12,3.9,9,5393.84,2,734,0.0807,0.1233,84,Bachelor,Unemployed,1
56,57475.35,21738.2,60,0.8,2,6898.87,0,587,0.12,0.3782,100,Bachelor,Self-Employed,1
43,76629.35,12363.29,60,3.5,7,11759.32,0,666,0.1535,0.1613,100,High School,Business,1
21,40561.19,13800.44,12,2.7,9,5543.68,1,596,0.1367,0.3402,92,PhD,Salaried,1
60,37560.73,8342.72,60,10.5,9,12445.33,1,509,0.3313,0.2221,92,Bachelor,Business,1
35,71414.22,18855.51,36,0.7,5,17542.99,0,762,0.2456,0.264,100,Bachelor,Salaried,1
41,19249.21,14840.45,60,10.4,1,12507.31,0,615,0.6497,0.7709,100,Master,Salaried,0
67,57027.95,9528.57,36,3.6,6,11735.68,3,583,0.2058,0.1671,76,Bachelor,Self-Employed,1
29,48035.72,1000.0,24,2.6,8,9738.16,0,604,0.2027,0.0208,100,Bachelor,Business,1
29,24073.4,13730.37,24,0.9,1,4115.65,2,796,0.171,0.5703,84,Master,Business,1
30,34512.11,16605.44,48,6.0,2,3662.09,1,755,0.1061,0.4811,92,High School,Salaried,1
46,52602.53,4169.22,36,13.1,1,3611.89,0,633,0.0687,0.0793,100,Bachelor,Salaried,1
61,77747.19,9636.84,24,2.4,5,10773.66,2,719,0.1386,0.1239,84,High School,Business,1
55,40634.92,16297.28,60,1.4,2,6052.69,0,564,0.1489,0.4011,100,Bachelor,Self-Employed,1
45,81694.39,1000.0,12,4.0,4,7855.04,2,692,0.0962,0.0122,84,High School,Salaried,1
46,56389.94,6809.18,12,8.0,1,10093.28,3,616,0.179,0.1207,76,Master,Salaried,1
31,83828.46,15015.27,36,0.0,7,3797.89,1,685,0.0453,0.1791,92,High School,Business,1
58,41701.18,20840.15,48,5.0,8,5490.38,2,540,0.1317,0.4997,84,Master,Self-Employed,1
22,53926.19,29486.24,60,4.5,5,9614.41,1,602,0.1783,0.5468,92,Master,Salaried,1
27,63106.64,27669.24,36,1.9,2,6545.73,1,665,0.1037,0.4384,92,Bachelor,Self-Employed,1
38,51050.77,13150.16,12,3.0,8,7012.74,2,664,0.1374,0.2576,84,Bachelor,Self-Employed,1
47,75966.53,8126.18,36,1.4,1,2836.72,0,533,0.0373,0.107,100,Master,Business,1
54,15000.0,19384.98,60,7.8,7,7080.44,2,572,0.472,1.2922,84,High School,Self-Employed,0
47,108292.92,7651.26,24,5.0,1,16260.85,2,684,0.1502,0.0707,84,High School,Salaried,1
37,73871.04,5903.24,60,3.8,6,5768.24,0,674,0.0781,0.0799,100,High School,Business,1
63,51182.3,9557.87,24,2.5,6,2264.95,3,702,0.0443,0.1867,76,Bachelor,Salaried,1
64,42848.92,8554.61,24,1.7,5,12790.68,1,665,0.2985,0.1996,92,High School,Business,1
44,35938.75,15301.04,24,8.7,2,10616.77,1,566,0.2954,0.4257,92,High School,Self-Employed,1
45,69203.54,7180.79,36,3.0,2,9063.09,1,622,0.131,0.1038,92,Bachelor,Unemployed,1
27,76889.6,12680.98,12,3.5,9,1406.79,0,692,0.0183,0.1649,100,High School,Salaried,1
26,51424.43,24759.63,36,3.7,5,2116.93,0,570,0.0412,0.4815,100,High School,Self-Employed,1
44,79353.79,12977.13,12,3.0,5,313.41,0,560,0.0039,0.1635,100,PhD,Business,1
53,35040.28,24133.94,60,1.5,7,10157.66,1,626,0.2899,0.6887,92,Bachelor,Self-Employed,1
69,31156.16,21616.45,48,0.6,6,13099.34,2,672,0.4204,0.6938,84,Bachelor,Salaried,1
49,94893.51,16736.32,60,0.5,2,10326.34,1,503,0.1088,0.1764,92,High School,Salaried,1
63,68004.39,9166.78,36,7.1,1,17749.51,0,631,0.261,0.1348,100,Bachelor,Self-Employed,1
42,85730.66,20324.06,36,1.3,5,5790.48,2,691,0.0675,0.2371,84,High School,Salaried,1
46,36213.33,10000.2,12,0.3,4,6381.65,1,707,0.1762,0.2761,92,PhD,Self-Employed,1
48,34682.44,11983.92,36,8.0,3,8532.81,0,570,0.246,0.3455,100,Bachelor,Salaried,1
41,47110.59,14641.59,24,0.8,2,6852.51,1,680,0.1455,0.3108,92,PhD,Business,1
69,36870.71,11957.06,36,4.9,2,10493.55,2,729,0.2846,0.3243,84,Master,Salaried,1
27,70518.03,6237.86,12,2.1,4,4801.9,0,699,0.0681,0.0885,100,Bachelor,Salaried,1
37,38475.23,1000.0,12,0.7,2,1026.38,0,617,0.0267,0.026,100,Bachelor,Salaried,1
40,29223.26,19673.06,24,2.7,4,0.0,0,459,0.0,0.6732,100,Master,Self-Employed,1
61,58124.34,16562.74,12,0.1,3,10402.56,0,667,0.179,0.2849,100,Bachelor,Salaried,1
69,26620.3,1000.0,48,9.2,9,5370.44,3,776,0.2017,0.0376,76,High School,Salaried,1
40,15411.79,6025.7,60,3.6,7,2152.3,2,716,0.1396,0.391,84,Bachelor,Business,1
42,57931.66,13432.52,36,0.7,3,4904.7,1,710,0.0847,0.2319,92,High School,Salaried,1
48,16517.16,15540.58,48,1.4,8,17762.66,3,663,1.0753,0.9408,76,Master,Unemployed,0
60,72056.15,1000.0,36,3.0,9,2445.53,1,722,0.0339,0.0139,92,Bachelor,Unemployed,1
69,24302.66,11286.09,48,1.0,7,11635.96,2,674,0.4788,0.4644,84,PhD,Salaried,1
27,15000.0,16317.24,36,1.6,6,10105.47,2,510,0.6737,1.0877,84,Bachelor,Business,0
21,48536.47,9187.91,24,3.8,4,14707.16,2,721,0.303,0.1893,84,Master,Self-Employed,1
52,58181.08,14046.64,12,8.9,5,7384.54,2,581,0.1269,0.2414,84,High School,Salaried,1
33,65812.45,8099.58,12,2.6,8,198.28,0,655,0.003,0.1231,100,Bachelor,Self-Employed,1
50,58784.35,19273.57,24,6.3,3,12962.73,0,709,0.2205,0.3279,100,Master,Business,1
43,31695.12,5605.71,48,10.5,2,6750.89,0,590,0.213,0.1769,100,Master,Unemployed,1
39,70687.35,2863.37,60,1.2,3,14372.32,0,571,0.2033,0.0405,100,Bachelor,Self-Employed,1
52,76123.05,12231.41,48,8.2,7,12079.84,0,688,0.1587,0.1607,100,High School,Salaried,1
50,28473.23,1000.0,12,7.1,8,12979.35,1,561,0.4558,0.0351,92,Bachelor,Self-Employed,1
49,51017.86,1000.0,60,2.2,1,19842.41,0,635,0.3889,0.0196,100,Master,Salaried,1
69,48962.32,20669.88,36,22.8,7,9409.99,0,740,0.1922,0.4222,100,High School,Self-Employed,1
65,59848.39,4126.2,60,1.5,9,15214.28,0,780,0.2542,0.0689,100,Master,Business,1
49,50491.68,1330.79,48,1.5,3,5975.77,1,507,0.1183,0.0264,92,Bachelor,Salaried,1
50,53506.69,5505.93,24,7.4,3,10703.56,1,633,0.2,0.1029,92,High School,Salaried,1
36,69119.94,5146.79,36,2.9,8,5488.65,2,752,0.0794,0.0745,84,Master,Self-Employed,1
60,30495.23,10863.11,48,2.0,4,10396.2,0,618,0.3409,0.3562,100,High School,Salaried,1
39,71222.21,3252.11,36,1.0,8,9874.03,0,713,0.1386,0.0457,100,High School,Salaried,1
38,80104.92,15985.49,60,7.2,5,0.0,0,719,0.0,0.1996,100,Master,Self-Employed,1
21,90950.97,17169.87,12,7.7,3,4941.36,0,601,0.0543,0.1888,100,Master,Unemployed,1
34,15000.0,1800.07,48,4.2,4,9151.58,1,684,0.6101,0.12,92,High School,Self-Employed,0
67,50976.16,7055.23,24,15.8,4,0.0,1,689,0.0,0.1384,92,PhD,Salaried,1
22,15000.0,7815.54,60,1.9,8,7520.78,2,723,0.5014,0.521,84,High School,Self-Employed,1
48,15000.0,10679.94,48,1.2,6,13042.35,1,520,0.8694,0.7119,92,PhD,Salaried,0
69,58170.05,20661.47,24,5.7,7,14501.23,2,753,0.2493,0.3552,84,Master,Business,1
50,46218.66,21122.51,48,7.1,9,4087.78,1,705,0.0884,0.457,92,Bachelor,Self-Employed,1
58,61596.72,31990.94,60,1.3,6,14822.03,2,560,0.2406,0.5194,84,High School,Unemployed,1
24,65694.81,1000.0,48,0.4,3,14040.58,0,640,0.2137,0.0152,100,Bachelor,Unemployed,1
21,82453.71,4605.63,36,8.3,3,0.0,0,717,0.0,0.0559,100,High School,Salaried,1
28,56186.25,26512.07,60,18.8,3,8578.96,2,564,0.1527,0.4719,84,Bachelor,Unemployed,1
49,119313.82,1000.0,48,5.2,2,9132.15,2,576,0.0765,0.0084,84,Bachelor,Unemployed,1
59,61741.02,26330.12,12,1.6,1,15593.98,0,651,0.2526,0.4265,100,High School,Self-Employed,1
23,95534.54,13178.81,48,28.5,1,9431.92,1,615,0.0987,0.1379,92,Master,Salaried,1
52,15000.0,13473.06,36,11.2,4,14968.66,0,670,0.9978,0.8981,100,High School,Business,0
30,84694.27,1761.62,24,3.6,3,4096.09,2,716,0.0484,0.0208,84,Bachelor,Salaried,1
30,51023.27,8390.69,24,8.7,5,9.75,1,672,0.0002,0.1644,92,High School,Self-Employed,1
39,15000.0,25979.01,24,8.5,9,4760.81,1,649,0.3174,1.7318,92,Master,Salaried,1
66,64251.99,11618.53,12,13.7,8,15884.94,0,716,0.2472,0.1808,100,Bachelor,Self-Employed,1
54,48334.98,8444.01,36,9.2,9,12629.6,1,642,0.2613,0.1747,92,Master,Unemployed,1
53,67761.17,15245.75,60,5.2,5,19612.31,0,590,0.2894,0.225,100,High School,Salaried,1
43,77243.68,10462.26,24,4.7,8,783.35,1,742,0.0101,0.1354,92,High School,Business,1
48,22238.7,14761.21,36,3.1,4,13206.61,2,457,0.5938,0.6637,84,High School,Salaried,0
52,77328.22,5202.07,48,4.9,5,11774.33,0,655,0.1523,0.0673,100,High School,Self-Employed,1
27,55142.55,11382.78,12,7.9,3,6573.42,1,621,0.1192,0.2064,92,High School,Self-Employed,1
49,84762.51,6871.39,36,17.4,5,11879.64,2,576,0.1402,0.0811,84,Bachelor,Salaried,1
28,50486.74,1000.0,36,3.1,3,8699.82,2,674,0.1723,0.0198,84,Bachelor,Self-Employed,1
21,44651.0,15855.66,60,4.3,5,10301.54,3,687,0.2307,0.3551,76,Master,Business,1
23,55595.19,2129.82,36,2.9,5,11402.75,1,584,0.2051,0.0383,92,Bachelor,Salaried,1
44,57240.94,10682.07,60,5.5,6,12900.55,0,538,0.2254,0.1866,100,Bachelor,Self-Employed,1
43,40418.73,19408.55,12,5.0,9,8434.06,1,546,0.2087,0.4802,92,PhD,Self-Employed,1
28,44081.3,1000.0,12,0.1,1,16886.68,0,795,0.3831,0.0227,100,Bachelor,Salaried,1
67,28008.74,16837.47,48,3.9,6,6921.37,1,804,0.2471,0.6011,92,Bachelor,Business,1
57,45437.81,9601.49,60,0.5,1,17418.79,0,652,0.3833,0.2113,100,PhD,Self-Employed,1
23,69878.82,4267.81,60,0.1,6,2360.78,0,540,0.0338,0.0611,100,PhD,Salaried,1
53,51978.21,28183.39,24,7.8,2,3074.7,1,638,0.0592,0.5422,92,Bachelor,Salaried,1
48,77199.44,11995.55,24,1.5,8,3367.45,0,474,0.0436,0.1554,100,Bachelor,Salaried,1
67,50920.55,7455.26,48,2.1,3,12784.3,0,675,0.2511,0.1464,100,Bachelor,Self-Employed,1
28,23506.6,5758.3,12,0.3,6,3972.69,0,570,0.169,0.245,100,Master,Self-Employed,1
54,68140.05,19049.3,24,1.0,6,15450.63,0,553,0.2267,0.2796,100,PhD,Self-Employed,1
55,40180.29,7103.55,36,7.3,4,5367.63,0,728,0.1336,0.1768,100,Bachelor,Business,1
52,49865.92,18052.14,12,3.4,5,9996.43,1,638,0.2005,0.362,92,Master,Salaried,1
44,82226.59,11980.16,36,10.6,2,11200.44,0,719,0.1362,0.1457,100,Bachelor,Salaried,1
34,29460.85,20929.5,60,2.5,8,2921.28,2,747,0.0992,0.7104,84,High School,Unemployed,1
